Flows,Scheme,Run,Value
70,QARM,2,19.267331
70,QARM,3,17.795586
70,QARM,4,18.849377
70,QARM,5,17.401624
70,QARM,6,18.941902
70,QARM,7,19.502707
70,QARM,8,18.509038
70,QARM,9,19.932531
70,QARM,10,18.370586
70,QARM,11,18.880515
70,QARM,12,17.643943
70,QARM,13,18.905549
70,QARM,14,17.974471
70,QARM,15,17.833638
70,QARM,16,19.961596
70,QARM,17,17.325046
70,QARM,18,18.393839
70,QARM,19,19.159331
70,QARM,20,18.716516
90,QARM,1,19.96794
90,QARM,2,22.6643
90,QARM,3,20.483101
90,QARM,4,21.512423
90,QARM,5,21.731333
90,QARM,6,18.787968
90,QARM,7,21.883509
90,QARM,8,22.732465
90,QARM,9,21.812907
90,QARM,10,22.203423
90,QARM,11,24.487966
90,QARM,12,23.237984
90,QARM,13,22.065324
90,QARM,14,24.84571
90,QARM,15,21.299992
90,QARM,16,22.571645
90,QARM,17,20.265714
90,QARM,18,22.438161
90,QARM,19,21.877449
90,QARM,20,22.066873
10,MCOP,1,8.657455
10,MCOP,2,8.619002
10,MCOP,3,8.044133
10,MCOP,4,8.337078
10,MCOP,5,8.502576
10,MCOP,6,7.8926
10,MCOP,7,8.841092
10,MCOP,8,9.300225
10,MCOP,9,8.629006
10,MCOP,10,8.275722
10,MCOP,11,7.521682
10,MCOP,12,7.853614
10,MCOP,13,8.644172
10,MCOP,14,9.036536
10,MCOP,15,8.406464
10,MCOP,16,7.867922
10,MCOP,17,8.129814
10,MCOP,18,8.256803
10,MCOP,19,7.678667
10,MCOP,20,8.368009
30,MCOP,1,10.968503
30,MCOP,2,9.617064
30,MCOP,3,10.206189
30,MCOP,4,9.43724
30,MCOP,5,10.069947
30,MCOP,6,10.422277
30,MCOP,7,11.036133
30,MCOP,8,10.739247
30,MCOP,9,9.87869
30,MCOP,10,10.54934
30,MCOP,11,10.324685
30,MCOP,12,10.493243
30,MCOP,13,10.395265
30,MCOP,14,10.66452
30,MCOP,15,10.595084
30,MCOP,16,10.954878
30,MCOP,17,10.561211
30,MCOP,18,11.387214
30,MCOP,19,10.772594
30,MCOP,20,11.276113
50,MCOP,1,12.950156
50,MCOP,2,12.079509
50,MCOP,3,13.276824
50,MCOP,4,13.240111
50,MCOP,5,10.704963
50,MCOP,6,12.157222
50,MCOP,7,13.401724
50,MCOP,8,13.158993
50,MCOP,9,11.587239
50,MCOP,10,13.036726
50,MCOP,11,13.579522
50,MCOP,12,12.879187
50,MCOP,13,11.57759
50,MCOP,14,12.010115
50,MCOP,15,12.750315
50,MCOP,16,12.365291
50,MCOP,17,13.298539
50,MCOP,18,12.95703
50,MCOP,19,13.726986
50,MCOP,20,13.137886
70,MCOP,1,17.469657
70,MCOP,2,16.732816
70,MCOP,3,18.193792
70,MCOP,4,17.004674
70,MCOP,5,16.127985
70,MCOP,6,17.040945
70,MCOP,7,16.921923
70,MCOP,8,16.155491
70,MCOP,9,17.703663
70,MCOP,10,16.880636
70,MCOP,11,17.33625
70,MCOP,12,16.336228
70,MCOP,13,16.860029
70,MCOP,14,17.658177
70,MCOP,15,16.790196
70,MCOP,16,16.68946
70,MCOP,17,18.856667
70,MCOP,18,17.268766
70,MCOP,19,17.623311
70,MCOP,20,17.634302
90,MCOP,1,20.096964
90,MCOP,2,20.527625
90,MCOP,3,19.026988
90,MCOP,4,21.448209
90,MCOP,5,21.24695
90,MCOP,6,20.190215
90,MCOP,7,20.006356
90,MCOP,8,18.760377
90,MCOP,9,21.029311
90,MCOP,10,19.744963
90,MCOP,11,20.609767
90,MCOP,12,18.559326
90,MCOP,13,20.631455
90,MCOP,14,19.824749
90,MCOP,15,20.011908
90,MCOP,16,18.582188
90,MCOP,17,20.679064
90,MCOP,18,19.387475
90,MCOP,19,19.952989
90,MCOP,20,20.804181
10,DSP,1,9.459307
10,DSP,2,10.443465
10,DSP,3,9.073069
10,DSP,4,9.614231
10,DSP,5,9.696329
10,DSP,6,9.015988
10,DSP,7,9.541519
10,DSP,8,9.407431
10,DSP,9,9.607262
10,DSP,10,9.715483
10,DSP,11,10.164169
10,DSP,12,9.636883
10,DSP,13,9.759858
10,DSP,14,10.212175
10,DSP,15,8.747475
10,DSP,16,9.375932
10,DSP,17,9.518132
10,DSP,18,8.761109
10,DSP,19,9.536423
10,DSP,20,8.380992
30,DSP,1,12.216267
30,DSP,2,10.927812
30,DSP,3,11.061801
30,DSP,4,12.109363
30,DSP,5,10.816132
30,DSP,6,13.01173
30,DSP,7,11.868796
30,DSP,8,11.742715
30,DSP,9,12.509884
30,DSP,10,11.752972
30,DSP,11,11.941972
30,DSP,12,11.708019
30,DSP,13,11.503928
30,DSP,14,12.019001
30,DSP,15,12.109767
30,DSP,16,11.048848
30,DSP,17,11.280108
30,DSP,18,11.410945
30,DSP,19,11.782543
30,DSP,20,12.00394
50,DSP,1,14.623017
50,DSP,2,13.381526
50,DSP,3,13.084933
50,DSP,4,12.728179
50,DSP,5,13.850286
50,DSP,6,13.192144
50,DSP,7,13.425558
50,DSP,8,13.199552
50,DSP,9,13.563381
50,DSP,10,13.515942
50,DSP,11,13.446736
50,DSP,12,13.20253
50,DSP,13,13.261663
50,DSP,14,13.452331
50,DSP,15,11.930031
50,DSP,16,13.177512
50,DSP,17,13.847321
50,DSP,18,12.882992
50,DSP,19,11.820521
50,DSP,20,12.285877
70,DSP,1,18.870686
70,DSP,2,18.122486
70,DSP,3,18.925889
70,DSP,4,18.782646
70,DSP,5,18.358995
70,DSP,6,17.939902
70,DSP,7,18.983758
70,DSP,8,18.864796
70,DSP,9,18.683544
70,DSP,10,19.62007
70,DSP,11,18.989254
70,DSP,12,18.23973
70,DSP,13,18.462922
70,DSP,14,18.741785
70,DSP,15,18.915799
70,DSP,16,20.05623
70,DSP,17,20.386793
70,DSP,18,18.359191
70,DSP,19,17.841757
70,DSP,20,18.289691
90,DSP,1,22.972642
90,DSP,2,23.436885
90,DSP,3,22.040871
90,DSP,4,21.471551
90,DSP,5,22.930156
90,DSP,6,23.201542
90,DSP,7,23.663974
90,DSP,8,21.782568
90,DSP,9,22.86997
90,DSP,10,20.664338
90,DSP,11,22.381091
90,DSP,12,23.308329
90,DSP,13,24.169186
90,DSP,14,22.839933
90,DSP,15,22.228031
90,DSP,16,20.918294
90,DSP,17,22.756917
90,DSP,18,23.210729
90,DSP,19,23.640374
90,DSP,20,22.773613
