Flows,Scheme,Run,Value
90,MCOP,19,0.060771
90,MCOP,20,0.063935
10,DSP,1,0.007428
10,DSP,2,0.006536
10,DSP,3,0.006631
10,DSP,4,0.007342
10,DSP,5,0.006919
10,DSP,6,0.007737
10,DSP,7,0.006606
10,DSP,8,0.00742
10,DSP,9,0.007192
10,DSP,10,0.006929
10,DSP,11,0.007659
10,DSP,12,0.007381
10,DSP,13,0.006437
10,DSP,14,0.007359
10,DSP,15,0.00777
10,DSP,16,0.006927
10,DSP,17,0.006861
10,DSP,18,0.006625
10,DSP,19,0.006992
10,DSP,20,0.007384
30,DSP,1,0.023365
30,DSP,2,0.022307
30,DSP,3,0.024249
30,DSP,4,0.022241
30,DSP,5,0.026046
30,DSP,6,0.024147
30,DSP,7,0.021489
30,DSP,8,0.024303
30,DSP,9,0.024615
30,DSP,10,0.025898
30,DSP,11,0.024709
30,DSP,12,0.028737
30,DSP,13,0.023963
30,DSP,14,0.024875
30,DSP,15,0.024794
30,DSP,16,0.024435
30,DSP,17,0.025285
30,DSP,18,0.026082
30,DSP,19,0.02768
30,DSP,20,0.021861
50,DSP,1,0.04604
50,DSP,2,0.046281
50,DSP,3,0.051601
50,DSP,4,0.04663
50,DSP,5,0.040723
50,DSP,6,0.048337
50,DSP,7,0.047871
50,DSP,8,0.04869
50,DSP,9,0.044006
50,DSP,10,0.054601
50,DSP,11,0.046756
50,DSP,12,0.047277
50,DSP,13,0.044544
50,DSP,14,0.044425
50,DSP,15,0.043305
50,DSP,16,0.04649
50,DSP,17,0.044323
50,DSP,18,0.055897
50,DSP,19,0.040748
50,DSP,20,0.043667
70,DSP,1,0.061945
70,DSP,2,0.067448
70,DSP,3,0.061882
70,DSP,4,0.067461
70,DSP,5,0.058948
70,DSP,6,0.064304
70,DSP,7,0.072929
70,DSP,8,0.059045
70,DSP,9,0.066148
70,DSP,10,0.065059
70,DSP,11,0.052472
70,DSP,12,0.060984
70,DSP,13,0.069791
70,DSP,14,0.064692
70,DSP,15,0.057793
70,DSP,16,0.067537
70,DSP,17,0.061547
70,DSP,18,0.065843
70,DSP,19,0.06593
70,DSP,20,0.058272
90,DSP,1,0.072297
90,DSP,2,0.062519
90,DSP,3,0.060897
90,DSP,4,0.063197
90,DSP,5,0.066117
90,DSP,6,0.068595
90,DSP,7,0.063797
90,DSP,8,0.072052
90,DSP,9,0.069368
90,DSP,10,0.06422
90,DSP,11,0.072836
90,DSP,12,0.074316
90,DSP,13,0.067463
90,DSP,14,0.06683
90,DSP,15,0.058351
90,DSP,16,0.065783
90,DSP,17,0.066414
90,DSP,18,0.069335
90,DSP,19,0.067084
90,DSP,20,0.069328
