Flows,Scheme,Run,Value
90,MCOP,16,18.891962
90,MCOP,17,19.733814
90,MCOP,18,18.653466
90,MCOP,19,20.379456
90,MCOP,20,20.180053
10,DSP,1,8.861175
10,DSP,2,8.811254
10,DSP,3,8.713565
10,DSP,4,9.377392
10,DSP,5,9.322464
10,DSP,6,8.864115
10,DSP,7,8.423074
10,DSP,8,8.282187
10,DSP,9,8.926553
10,DSP,10,8.519253
10,DSP,11,9.009411
10,DSP,12,8.629854
10,DSP,13,9.140452
10,DSP,14,8.891263
10,DSP,15,9.239143
10,DSP,16,7.817082
10,DSP,17,8.700098
10,DSP,18,9.775387
10,DSP,19,7.698609
10,DSP,20,9.170767
30,DSP,1,11.229902
30,DSP,2,11.707136
30,DSP,3,10.904525
30,DSP,4,11.654695
30,DSP,5,11.669298
30,DSP,6,11.108229
30,DSP,7,10.359793
30,DSP,8,11.502152
30,DSP,9,10.46461
30,DSP,10,10.924443
30,DSP,11,11.5208
30,DSP,12,11.600637
30,DSP,13,10.808623
30,DSP,14,11.344841
30,DSP,15,10.151605
30,DSP,16,10.740191
30,DSP,17,11.807905
30,DSP,18,11.738863
30,DSP,19,11.368068
30,DSP,20,10.921991
50,DSP,1,13.342247
50,DSP,2,12.785134
50,DSP,3,12.907666
50,DSP,4,12.856565
50,DSP,5,12.303667
50,DSP,6,13.264592
50,DSP,7,12.115234
50,DSP,8,13.296541
50,DSP,9,12.185214
50,DSP,10,12.337872
50,DSP,11,10.981858
50,DSP,12,12.700107
50,DSP,13,12.921081
50,DSP,14,13.329326
50,DSP,15,13.638961
50,DSP,16,11.846263
50,DSP,17,13.43029
50,DSP,18,12.503018
50,DSP,19,12.753882
50,DSP,20,12.732628
70,DSP,1,17.790942
70,DSP,2,17.390181
70,DSP,3,18.454087
70,DSP,4,18.938142
70,DSP,5,17.053608
70,DSP,6,18.182293
70,DSP,7,17.627599
70,DSP,8,19.197289
70,DSP,9,18.649157
70,DSP,10,19.572922
70,DSP,11,16.790624
70,DSP,12,19.141119
70,DSP,13,18.348026
70,DSP,14,17.540092
70,DSP,15,18.645175
70,DSP,16,19.62509
70,DSP,17,19.660199
70,DSP,18,18.948219
70,DSP,19,17.29764
70,DSP,20,18.481976
90,DSP,1,21.868104
90,DSP,2,22.835168
90,DSP,3,21.322759
90,DSP,4,21.51674
90,DSP,5,20.797478
90,DSP,6,22.218194
90,DSP,7,21.268434
90,DSP,8,21.699927
90,DSP,9,20.995234
90,DSP,10,21.550783
90,DSP,11,20.338556
90,DSP,12,21.672956
90,DSP,13,20.852232
90,DSP,14,22.251778
90,DSP,15,23.486012
90,DSP,16,22.409129
90,DSP,17,20.296083
90,DSP,18,21.113756
90,DSP,19,19.769578
90,DSP,20,21.514588
